Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating,Outlet Age,Visibility Efficiency
Low Fat,FDV23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.105324246,15.1,90.483,4.5,8,8.590899383
Regular,FDN23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07566089,7.075,145.313,4.5,8,19.20582748
Low Fat,FDW47,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.077622622,18.7,121.407,4.5,8,15.64067238
Low Fat,FDT59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.015908424,8.615,94.1436,4.5,8,59.1784579
Low Fat,FDX59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0514111,14.5,159.56,4.5,8,31.03609921
Low Fat,FDR23,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.081953387,16.75,190.816,4.5,8,23.28347942
Regular,FDQ47,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.168527463,18.2,44.1086,4.5,8,2.617294488
Low Fat,FDS47,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.128778474,21.25,232.83,4.5,8,18.079885
Low Fat,FDP23,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035731825,11.1,120.112,4.5,8,33.61485175
Regular,FDX35,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.079844043,13,255.001,4.5,8,31.93738574
Low Fat,FDO23,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.14571827,15.7,57.8562,4.5,8,3.970414966
Low Fat,FDW47,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.046469277,20.35,75.8328,4.5,8,16.31891109
Low Fat,FDS23,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.14086247,4.59,111.186,4.5,8,7.893230894
Low Fat,FDV35,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.128181759,11.65,150.502,4.5,3,11.7412962
Low Fat,FDU35,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.132590283,15.75,196.545,4.5,3,14.82348446
Low Fat,FDR35,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.020782036,16.75,86.1856,4.5,3,41.47120138
Low Fat,FDR35,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.020597493,7.935,51.435,4.5,3,24.97148561
Regular,FDP59,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.056192276,19.6,46.3718,4.5,3,8.252344148
Regular,FDR11,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.142759833,6.055,160.358,4.5,3,11.23271137
Regular,FDY47,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.091195818,6.655,212.459,4.5,3,23.29701127
Low Fat,FDV23,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1062679,9.6,140.815,4.5,3,13.25094408
Regular,FDY47,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.054706408,19.35,169.247,4.5,3,30.93732639
Regular,FDQ11,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.067373081,8.93,56.4614,4.5,3,8.38040938
Low Fat,FDP11,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.069043044,16.25,115.218,4.5,3,16.68785055
Regular,FDT23,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.074883035,19.5,55.4614,4.5,3,7.406403867
Regular,FDX35,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.080362549,18.6,152.937,4.5,3,19.03087967
Low Fat,FDS35,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.111673587,16.5,180.429,4.5,8,16.15681961
Low Fat,FDU11,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.09297084,16.5,104.799,4.5,8,11.27224407
Low Fat,FDS35,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.110681931,5.75,116.318,4.5,8,10.50921311
Low Fat,FDV35,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.128206001,7.59,173.108,4.5,8,13.50233208
Regular,FDO11,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.030264897,15.1,144.079,4.5,8,47.60597731
Low Fat,FDQ23,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.024664556,20.2,175.803,4.5,8,71.27758554
Low Fat,FDW35,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.01115195,8.63,114.652,4.5,8,102.8089258
Low Fat,FDO23,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.146399663,16.7,189.621,4.5,3,12.95228391
Regular,FDY47,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.054474158,5.325,53.2298,4.5,3,9.771569117
Regular,FDS59,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.043856919,7.71,119.776,4.5,3,27.310628
Regular,FDR59,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.063554289,13.8,76.2012,4.5,3,11.98993824
Regular,FDZ35,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.022323658,5.15,122.939,4.5,3,55.07117158
Regular,FDP59,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.056695731,9.035,151.071,4.5,3,26.64592154
Low Fat,FDW35,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0194158,15.7,204.998,4.5,3,105.5830818
Low Fat,FDU11,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.092516598,9.6,191.087,4.5,3,20.65434788
Low Fat,FDT59,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.016001434,14.85,154.463,4.5,3,96.53072343
Low Fat,FDR23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0586417345,6.44,99.87,4.5,8,17.03053309
Regular,FDN23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07549348,10,262.723,4.5,6,34.80075365
Low Fat,FDS47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.129086113,15.85,36.3506,4.5,6,2.815996171
Low Fat,FDR35,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020729902,7.145,159.458,4.5,6,76.92173364
Low Fat,FDV47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0586417345,17.25,40.5822,4.5,6,6.920361471
Low Fat,FDR47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087604647,19.85,126.77,4.5,6,14.47069355
Low Fat,FDV35,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128405328,5.82,168.379,4.5,6,13.11308515
Regular,FDX47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034658144,20.35,79.1328,4.5,6,22.83238248
Regular,FDY47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0586417345,21.1,143.479,4.5,6,24.46704574
Low Fat,FDW11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048857925,17.35,79.4618,4.5,6,16.26385075
Regular,FDT23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.074847665,7.235,115.883,4.5,6,15.48251372
Low Fat,FDO23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.25637539,12.6,210.861,4.5,6,8.224697386
Low Fat,FDP11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.120986139,6.96,93.1146,4.5,6,7.696303128
Low Fat,FDV47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.094910421,8.52,151.568,4.5,6,15.96958463
Low Fat,FDW47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.081197035,15,61.9168,4.5,6,7.625500118
Low Fat,FDW59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03627089,11.85,51.2666,4.5,6,14.13436505
Regular,FDS11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.097275777,11,221.58,4.5,6,22.77853818
Regular,FDS59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.076851759,17.2,145.942,4.5,6,18.99006632
Regular,FDX35,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.139913045,11.35,182.461,4.5,6,13.04102845
Low Fat,FDU35,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0586417345,11.6,170.211,4.5,6,29.02557393
Low Fat,FDX59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.051661272,6.61,186.09,4.5,6,36.02118043
Low Fat,FDV59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048027043,7.21,102.633,4.5,6,21.36983532
Low Fat,FDP11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.069100548,9.6,188.187,4.5,6,27.2337927
Regular,FDQ11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.067700925,10.65,229.867,4.5,6,33.95330271
Regular,FDT11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029372367,17.6,38.119,4.5,6,12.97784411
Regular,FDT23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.074731477,8.26,124.873,4.5,6,16.70955868
Regular,FDY47,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.054484461,13.15,179.998,4.5,12,33.03657533
Low Fat,FDS35,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.111220521,8.185,116.081,4.5,12,10.43701279
Low Fat,FDP23,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.03565903,8.365,39.2506,4.5,12,11.0071979
Low Fat,FDV23,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.106051405,8.42,65.4168,4.5,12,6.168404841
Low Fat,FDU23,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.02176755,15,126.336,4.5,12,58.03868603
Low Fat,FDR35,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.020739698,5.945,127.965,4.5,12,61.70051271
Low Fat,FDW59,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.020757926,6.965,158.86,4.5,12,76.5298036
Low Fat,FDP11,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.069240685,16.35,124.802,4.5,12,18.02437396
Low Fat,FDS47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.0586417345,9,169.482,4.5,12,28.90125973
Low Fat,FDP11,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.069491408,14.1,198.808,4.5,12,28.60900444
Low Fat,FDV47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.054514169,20.75,161.058,4.5,12,29.54424564
Regular,FDQ59,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.056500895,6.215,224.406,4.5,12,39.71724696
Regular,FDR11,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.142827296,8.315,143.644,4.5,12,10.05718123
Regular,FDT11,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.029538509,6.825,154.6,4.5,12,52.33845757
Regular,FDR59,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.064224789,13,196.243,4.5,12,30.55564729
Low Fat,FDW35,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.011087128,5.325,55.5298,4.5,12,50.08492731
Low Fat,FDR35,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.020693809,10.195,141.884,4.5,12,68.56350129
Regular,FDQ11,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.067688124,13.5,81.096,4.5,12,11.98083138
Regular,FDZ35,Breads,2011,OUT010,Tier 3,Small,Grocery Store,0.022274264,15.6,173.676,4.5,12,77.97159987
Regular,FDR11,Breads,2011,OUT010,Tier 3,Small,Grocery Store,0.142511272,8.5,51.3324,4.5,12,3.601988761
Regular,FDR59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.063851475,13.5,88.054,4.5,9,13.79044102
Regular,FDQ47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.281509514,8.06,232.333,4.5,9,8.253113605
Regular,FDO11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.050657232,20.7,183.527,4.5,9,36.22918047
Low Fat,FDQ23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.024505418,19.25,54.6956,4.5,9,22.31979883
Low Fat,FDX59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.051618281,15.6,75.567,4.5,9,14.63958089
Low Fat,FDR35,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.020680499,9.6,141.015,4.5,9,68.18742623
Low Fat,FDR23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.081719458,12.35,112.252,4.5,9,13.7362634
Low Fat,FDO23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.146305498,5.82,169.379,4.5,9,11.57707689
Regular,FDQ59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.056339618,11.3,181.466,4.5,9,32.20930607
Low Fat,FDX59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.051871718,17.7,166.282,4.5,9,32.05638957
Low Fat,FDV47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.054428368,18.6,153.137,4.5,9,28.13551198
Low Fat,FDS47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.0586417345,17.6,163.353,4.5,9,27.85609965
Low Fat,FDR47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.087045086,7.27,89.0488,4.5,9,10.23019266
Low Fat,FDT59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.01583438,10.895,122.973,4.5,9,77.66202403
Low Fat,FDW11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.048545853,5.82,257.633,4.5,9,53.07003257
Regular,FDQ59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.0586417345,12.3,176.14,4.5,9,30.03662861
Regular,FDS11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.055289464,13.5,81.396,4.5,9,14.7217922
Regular,FDY35,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.015950066,8.51,172.942,4.5,9,108.4271375
Regular,FDL25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.131128467,17.5,259.73,4.5,1,19.80729326
Regular,FDP01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.105994654,12.85,253.004,4.5,1,23.86950572
Regular,FDL13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098606543,15.6,111.854,4.5,1,11.34346633
Regular,FDO01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020718655,20.7,184.127,4.5,1,88.87015108
Low Fat,FDO37,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021420031,17,248.343,4.5,1,115.9396081
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063432676,11.1,189.285,4.5,1,29.84029871
Regular,FDK25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156072361,19.75,119.847,4.5,1,7.678938105
Regular,FDP49,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069196376,6.57,261.428,4.5,1,37.78059128
Regular,FDL13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.056406129,16.6,109.86,4.5,1,19.47660688
Regular,FDQ49,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039057677,19.35,65.6168,4.5,1,16.79997507
Regular,FDM01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094488485,8.6,112.618,4.5,1,11.91870099
Low Fat,FDN01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069088961,14.6,47.5692,4.5,1,6.885209925
Regular,FDR37,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066383907,20.6,212.924,4.5,1,32.07464122
Low Fat,FDO37,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021358889,20.2,128.368,4.5,1,60.10050429
Regular,FDL13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.056637129,15.25,179.766,4.5,1,31.73995631
Low Fat,FDO37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.069088961,12.6,216.917,4.5,5,31.39676684
Regular,FDN25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.061424738,12.6,177.837,4.5,5,28.95201604
Low Fat,FDN01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07204818,12.6,196.777,4.5,5,27.3118627
Regular,FDO49,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.032892112,12.6,265.288,4.5,5,80.6539878
Low Fat,FDQ37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.149404057,12.6,256.165,4.5,5,17.14578607
Low Fat,FDN13,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.152294691,12.6,225.306,4.5,5,14.79408104
Regular,FDK25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.157075658,12.6,157.563,4.5,5,10.03102594
Regular,FDN25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.107110465,12.6,61.5536,4.5,5,5.746740059
Regular,FDP01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.063313974,12.6,35.919,4.5,5,5.673155187
Low Fat,FDP37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.142986863,12.6,162.689,4.5,5,11.3778984
Regular,FDL13,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.056547986,12.6,190.853,4.5,5,33.7506273
Regular,FDM01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095102092,12.6,160.792,4.5,5,16.90730421
Regular,FDQ49,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039469737,12.6,181.598,4.5,5,46.00942743
Regular,FDN25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.061124626,12.6,253.87,4.5,5,41.53317846
Regular,FDL13,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.056271701,12.6,39.548,4.5,5,7.028044167
Regular,FDQ49,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039215075,12.6,81.9934,4.5,5,20.90864291
Regular,FDM25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.060912865,12.6,153.3,4.5,5,25.1670973
Low Fat,FDO37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021273161,12.6,78.5618,4.5,5,36.93000772
Low Fat,FDN01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072545601,12.6,91.6804,4.5,5,12.63762361
Regular,FDO01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.020618324,12.6,162.521,4.5,5,78.8235746
Regular,FDM01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0945493,12.6,81.496,4.5,5,8.619418652
Low Fat,FDQ37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.089260667,12.6,199.908,4.5,5,22.39597873
Regular,FDM01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.094567181,12.6,173.705,4.5,5,18.36842318
Low Fat,FDP37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.143396175,12.6,50.0034,4.5,5,3.487080461
Low Fat,FDP37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.143915417,12.6,102.333,4.5,5,7.110634992
Low Fat,FDN13,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.151931742,12.6,133.794,4.5,5,8.806191401
Low Fat,FDP37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.143688905,12.6,120.944,4.5,5,8.417072981
Regular,FDP49,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.069088961,8.93,53.8614,4.4,9,7.795948762
Low Fat,FDN01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072511335,12.6,87.6198,4.4,5,12.08360045
Low Fat,FDO13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.106907604,8.365,38.0506,4.4,11,3.559204264
Low Fat,FDN13,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.152058281,8.75,187.456,4.4,6,12.32790472
Regular,FDP49,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069229076,19.75,212.09,4.4,1,30.63597151
Regular,FDM25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061008889,7.855,188.519,4.4,1,30.90025127
Regular,FDM25,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.060654268,11.8,151.437,4.4,9,24.9672455
Low Fat,FDN01,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.121180705,12.6,165.753,4.4,5,13.67816766
Regular,FDL13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094265737,16.35,50.1324,4.4,1,5.318199549
Low Fat,FDN01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072693696,12.6,177.937,4.4,5,24.47763834
Regular,FDM01,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.094952408,12.6,118.778,4.4,5,12.50921409
Low Fat,FDO37,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,0.021372636,9.285,246.414,4.4,3,115.2941546
Regular,FDM25,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.060615254,7.975,85.225,4.4,9,14.05999223
Low Fat,FDO13,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.06100886,6.59,85.6908,4.4,9,14.04563206
Low Fat,FDO13,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.061154604,6.445,92.6436,4.4,7,15.14908019
Low Fat,FDM13,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.063532672,6.11,130.497,4.4,7,20.54014035
Regular,FDK25,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.157149885,20.25,184.592,4.4,7,11.74623831
Low Fat,FDO13,Breakfast,2015,OUT045,Tier 2,Small,Supermarket Type1,0.061405051,20.85,105.665,4.4,8,17.2078678
Regular,FDO01,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,0.020750867,18.85,129.263,4.4,3,62.2928189
Regular,FDN49,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.125200788,13.1,117.378,4.4,7,9.37518061
Regular,FDL13,Breakfast,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056432784,5.985,184.892,4.4,8,32.76322501
Regular,FDK25,Breakfast,2011,OUT010,Tier 3,Small,Grocery Store,0.157718931,16.35,163.884,4.4,12,10.3908896
Regular,FDR37,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.066352552,12.6,151.302,4.4,5,22.80274013
Regular,FDP01,Breakfast,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.063684145,12.15,117.815,4.4,3,18.49989507
Regular,FDR37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066237024,8.895,208.995,4.4,11,31.55259512
Regular,FDO49,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033052168,12.6,106.928,4.4,5,32.35128177
Regular,FDN25,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.061270647,15.35,145.047,4.4,6,23.67316278
Regular,FDL25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.131458247,12.6,189.921,4.4,5,14.44724879
Low Fat,FDN13,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.266234421,12.6,183.427,4.4,5,6.889680129
Low Fat,FDO37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021497594,12.6,182.032,4.4,5,84.67552229
Regular,FDO49,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05787008,12.6,241.885,4.4,5,41.79793773
Regular,FDN49,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.125224466,5.82,171.379,4.4,1,13.68574413
Regular,FDQ49,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06871772,12.6,83.1276,4.4,5,12.09696713
Regular,FDN25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.061163967,12.6,154.631,4.4,5,25.2813883
Regular,FDK25,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.156802171,7.42,184.858,4.4,6,11.78925004
Regular,FDR37,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.110888167,7.67,33.1216,4.4,7,2.986937281
Low Fat,FDN13,Breakfast,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.152918384,9.5,110.423,4.4,3,7.22104152
Regular,FDM25,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.060371962,16,143.215,4.4,8,23.72210464
Regular,FDL25,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.131665479,19.1,172.442,4.4,11,13.0969789
Regular,FDO01,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020760673,7.39,145.147,4.4,11,69.91440017
Low Fat,FDO37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021409913,6.48,148.208,4.4,11,69.22400852
Regular,FDO49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033103556,13.65,229.467,4.4,11,69.31793068
Regular,FDN49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.125419157,9.3,144.979,4.4,11,11.55955784
Low Fat,FDN01,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.126760908,13,76.3986,4.4,11,6.026984281
Low Fat,FDP37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.250560049,12.15,211.993,4.4,11,8.460766225
Regular,FDK25,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.274592283,12.5,103.899,4.4,11,3.783755278
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.120965853,8.26,113.383,4.4,11,9.37314103
Regular,FDR37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066249551,19.7,125.936,4.4,11,19.00933638
Regular,FDQ49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039247736,14.6,197.108,4.4,11,50.22149558
Low Fat,FDO13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061183503,18.35,222.775,4.4,11,36.41095869
Low Fat,FDN13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.152366659,20.7,150.737,4.4,11,9.893043596
Low Fat,FDM13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06316338,11.15,65.0142,4.4,11,10.29302105
Low Fat,FDQ37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.089243789,13.5,190.987,4.4,11,21.40059293
Low Fat,FDM13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105742544,13.85,143.115,4.4,11,13.53428758
Low Fat,FDO37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035780177,15.5,43.677,4.4,11,12.20703855
Regular,FDM25,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10154201,8.895,208.83,4.4,11,20.56587219
Regular,FDN49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.209600084,16,183.563,4.4,11,8.757773208
